,feature_no,HER2+_fi,HR+_fi,TN_fi,mean_fi,gene_ids
17,1883,0.05047419599723071,0.06279238714356325,0.1306122934818268,0.08129295887420691,"['ENSG00000009709', 'ENSG00000048052', 'ENSG00000156011', 'ENSG00000178031', 'ENSG00000165995', 'ENSG00000219123', 'ENSG00000157106', 'ENSG00000154025', 'ENSG00000188522', 'ENSG00000101773', 'ENSG00000005007', 'ENSG00000044446']"
18,1243,0.03905149238184094,0.11314593799412251,0.0902607361972332,0.08081938885773221,"['ENSG00000171960', 'ENSG00000112624', 'ENSG00000181524', 'ENSG00000168172', 'ENSG00000165731', 'ENSG00000139173', 'ENSG00000120658', 'ENSG00000167220', 'ENSG00000138964']"
19,2422,0.009428981410928827,0.11030698303133249,0.12140281304717064,0.08037959249647732,"['ENSG00000092108', 'ENSG00000197162', 'ENSG00000126003', 'ENSG00000198089']"
20,851,0.08022914606146514,0.11388715049251914,0.04558438314124942,0.0799002265650779,"['ENSG00000176771', 'ENSG00000184156', 'ENSG00000107263', 'ENSG00000166086', 'ENSG00000165704']"
21,1061,0.04012140433478635,0.11312939407303929,0.08584723692387343,0.07969934511056635,"['ENSG00000054118', 'ENSG00000150938', 'ENSG00000144681', 'ENSG00000102710', 'ENSG00000183032', 'ENSG00000121297', 'ENSG00000174365', 'ENSG00000142197']"
22,1079,0.04047434191918001,0.0699118197336793,0.12342782907187938,0.07793799690824622,"['ENSG00000127603', 'ENSG00000011566', 'ENSG00000113600', 'ENSG00000106536', 'ENSG00000196115', 'ENSG00000187446', 'ENSG00000105216', 'ENSG00000174306', 'ENSG00000196588']"
23,1076,0.11592019460696974,0.09287013091961853,0.024366232742322608,0.07771885275630362,"['ENSG00000214694', 'ENSG00000035928', 'ENSG00000164327', 'ENSG00000124721', 'ENSG00000106536', 'ENSG00000168615', 'ENSG00000188906', 'ENSG00000183722', 'ENSG00000128917', 'ENSG00000100354']"
24,2220,0.11399608202278615,0.06716330628842115,0.05108897304162383,0.0774161204509437,"['ENSG00000143924', 'ENSG00000124406', 'ENSG00000124496', 'ENSG00000104365', 'ENSG00000185904', 'ENSG00000158955', 'ENSG00000197050', 'ENSG00000196967', 'ENSG00000173276', 'ENSG00000186976']"
25,2124,0.11087139459734317,0.033954397855559364,0.08605796218267642,0.07696125154519298,"['ENSG00000169504', 'ENSG00000138031', 'ENSG00000168228', 'ENSG00000111913', 'ENSG00000070882', 'ENSG00000107863', 'ENSG00000187398', 'ENSG00000060982', 'ENSG00000132932', 'ENSG00000182256', 'ENSG00000154930', 'ENSG00000100095']"
26,849,0.10092648663558065,0.11082256583496929,0.018557353298238013,0.07676880192292931,"['ENSG00000214311', 'ENSG00000079819', 'ENSG00000153317', 'ENSG00000204054', 'ENSG00000170430', 'ENSG00000182667', 'ENSG00000182870']"
27,2742,0.05553085170686245,0.10725000564008952,0.06592520333826542,0.07623535356173913,"['ENSG00000144668', 'ENSG00000065882', 'ENSG00000082068', 'ENSG00000107338', 'ENSG00000070601', 'ENSG00000150667', 'ENSG00000157540', 'ENSG00000128383']"
28,2168,0.11456222192384302,0.10544986933469773,0.0075525113173716815,0.07585486752530414,"['ENSG00000116478', 'ENSG00000115760', 'ENSG00000144635', 'ENSG00000105778', 'ENSG00000157168', 'ENSG00000149100', 'ENSG00000139132', 'ENSG00000151322', 'ENSG00000132142', 'ENSG00000134775', 'ENSG00000159055', 'ENSG00000133424', 'ENSG00000198947']"
29,1956,0.07509403232950718,0.10970161457546056,0.04264887089841068,0.0758148392677928,"['ENSG00000189337', 'ENSG00000163145', 'ENSG00000185053', 'ENSG00000175868', 'ENSG00000172264']"
30,2276,0.10243787440937012,0.10979442003648728,0.014830634477402783,0.07568764297442006,"['ENSG00000169213', 'ENSG00000213949', 'ENSG00000170653', 'ENSG00000136110', 'ENSG00000197930', 'ENSG00000103494', 'ENSG00000019186', 'ENSG00000219347']"
31,2417,0.015052894303807988,0.10708959639072418,0.10350232727825642,0.07521493932426286,"['ENSG00000154162', 'ENSG00000134020', 'ENSG00000198168', 'ENSG00000151835', 'ENSG00000215277', 'ENSG00000122254', 'ENSG00000154080', 'ENSG00000099991']"
32,226,0.11158354960381985,0.05651938628638163,0.056991404443979266,0.07503144677806024,['ENSG00000114279']
33,1306,0.09777832463383675,0.10488956607878208,0.017673135646036828,0.07344700878621856,"['ENSG00000090686', 'ENSG00000154162', 'ENSG00000105877', 'ENSG00000130227', 'ENSG00000099810', 'ENSG00000078403', 'ENSG00000069431', 'ENSG00000140740', 'ENSG00000141380', 'ENSG00000186716', 'ENSG00000102172']"
34,1884,0.07963811983296182,0.024057340104045578,0.11636749767807487,0.07335431920502743,"['ENSG00000169991', 'ENSG00000147872', 'ENSG00000177054', 'ENSG00000196199', 'ENSG00000103528', 'ENSG00000072134', 'ENSG00000064545', 'ENSG00000161133', 'ENSG00000099910']"
35,856,0.08681488333269954,0.10371260836720467,0.02684513258980587,0.07245754142990336,"['ENSG00000048991', 'ENSG00000154928']"
36,2423,0.008929878912513232,0.10072932839393615,0.10731532867997885,0.07232484532880941,"['ENSG00000115808', 'ENSG00000215243', 'ENSG00000164190', 'ENSG00000198663', 'ENSG00000155849', 'ENSG00000196092', 'ENSG00000175548', 'ENSG00000151338', 'ENSG00000101447', 'ENSG00000159263', 'ENSG00000198792']"
37,2110,0.10723183731548488,0.05171601710491814,0.05793555082964304,0.07229446841668202,"['ENSG00000133216', 'ENSG00000122591', 'ENSG00000120889', 'ENSG00000150867', 'ENSG00000154080', 'ENSG00000128262']"
38,2026,0.013653867006360088,0.10106472423300147,0.102102762889117,0.07227378470949285,"['ENSG00000135298', 'ENSG00000158321', 'ENSG00000165084', 'ENSG00000096746', 'ENSG00000133983', 'ENSG00000187720', 'ENSG00000157423', 'ENSG00000141540', 'ENSG00000120498']"
39,852,0.1040771654434502,0.10299489927478135,0.009120713205265928,0.0720642593078325,"['ENSG00000174640', 'ENSG00000145832', 'ENSG00000148297', 'ENSG00000130649']"
40,2049,0.07655288890004158,0.025987706808373333,0.11302335016429424,0.07185464862423639,"['ENSG00000172554', 'ENSG00000127415', 'ENSG00000183020', 'ENSG00000082805', 'ENSG00000159842', 'ENSG00000064666']"
41,842,0.05692204418592155,0.10149836006574332,0.05571900399867445,0.07137980275011312,"['ENSG00000051341', 'ENSG00000168944', 'ENSG00000170961', 'ENSG00000056558', 'ENSG00000111358']"
42,2182,0.1060233359070844,0.05889836915375781,0.048337411432949014,0.07108637216459708,"['ENSG00000205838', 'ENSG00000065060', 'ENSG00000148498', 'ENSG00000110435', 'ENSG00000172915', 'ENSG00000167258', 'ENSG00000149639', 'ENSG00000159200', 'ENSG00000128284', 'ENSG00000217581']"
43,848,0.08356633342802525,0.10205069329589606,0.02752024935616646,0.07104575869336259,"['ENSG00000136731', 'ENSG00000152894', 'ENSG00000169155', 'ENSG00000150760', 'ENSG00000151952', 'ENSG00000171388']"
44,2207,0.1037001221254468,0.06410521894693375,0.043803379395976665,0.07053624015611906,"['ENSG00000188786', 'ENSG00000115841', 'ENSG00000008226', 'ENSG00000156639', 'ENSG00000139116', 'ENSG00000128829', 'ENSG00000068137', 'ENSG00000121289', 'ENSG00000157542', 'ENSG00000100321']"
45,2183,0.10338139922787377,0.057761416733337685,0.05030925220751669,0.07048402272290938,"['ENSG00000168724', 'ENSG00000064999', 'ENSG00000173852', 'ENSG00000148498', 'ENSG00000172915', 'ENSG00000134138', 'ENSG00000101347', 'ENSG00000159212', 'ENSG00000100342']"
46,2022,0.009568628738634288,0.09214714895933866,0.10967713205143809,0.07046430324980368,"['ENSG00000163219', 'ENSG00000197822', 'ENSG00000205575', 'ENSG00000158321', 'ENSG00000183230', 'ENSG00000100626', 'ENSG00000137831', 'ENSG00000157344', 'ENSG00000158813']"
47,850,0.08707136259414255,0.10039243053644896,0.023075741343200208,0.07017984482459724,"['ENSG00000154269', 'ENSG00000183470', 'ENSG00000155897', 'ENSG00000183715']"
48,548,0.10289423802867531,0.04763959318399429,0.059562607286497954,0.07003214616638918,"['ENSG00000033122', 'ENSG00000081770', 'ENSG00000185274', 'ENSG00000154330', 'ENSG00000107625', 'ENSG00000162105', 'ENSG00000133858', 'ENSG00000006432', 'ENSG00000137817', 'ENSG00000166747', 'ENSG00000109066', 'ENSG00000133313']"
49,487,0.0955614386498928,0.01106403816227612,0.10319996880367398,0.06994181520528096,"['ENSG00000081237', 'ENSG00000138411', 'ENSG00000176945']"
50,2206,0.10561048846691846,0.07993821535259485,0.024010522563476116,0.06985307546099648,"['ENSG00000185090', 'ENSG00000115841', 'ENSG00000187091', 'ENSG00000156639', 'ENSG00000187840', 'ENSG00000107338', 'ENSG00000139116', 'ENSG00000128829', 'ENSG00000021488', 'ENSG00000157542', 'ENSG00000156313']"
51,2112,0.09999139423048291,0.05216100780438865,0.05488873212976614,0.06901371138821256,"['ENSG00000204219', 'ENSG00000182247', 'ENSG00000169193', 'ENSG00000179133', 'ENSG00000134532', 'ENSG00000186648', 'ENSG00000206190', 'ENSG00000166851', 'ENSG00000167037', 'ENSG00000123131']"
52,1093,0.09543932743137702,0.013130588654858001,0.09698261458193884,0.06851751022272462,"['ENSG00000143924', 'ENSG00000124406', 'ENSG00000124496', 'ENSG00000070501', 'ENSG00000167210', 'ENSG00000196967', 'ENSG00000124194', 'ENSG00000186976']"
53,2119,0.10114257004810497,0.06404944097710541,0.03884532095195027,0.06801244399238689,"['ENSG00000142661', 'ENSG00000186453', 'ENSG00000151090', 'ENSG00000042980', 'ENSG00000120549', 'ENSG00000132972', 'ENSG00000006116', 'ENSG00000109118']"
54,2426,0.021594191594049336,0.07279717836529016,0.10875691823661328,0.06771609606531759,"['ENSG00000171132', 'ENSG00000151834', 'ENSG00000112782', 'ENSG00000204179', 'ENSG00000135365', 'ENSG00000129636', 'ENSG00000006283', 'ENSG00000172361', 'ENSG00000183570']"
55,1092,0.09661666150825113,0.03680784403448342,0.06934556285414147,0.06759002279895868,"['ENSG00000182606', 'ENSG00000124406', 'ENSG00000198487', 'ENSG00000106571', 'ENSG00000184961', 'ENSG00000173157', 'ENSG00000171877', 'ENSG00000141622', 'ENSG00000149596', 'ENSG00000157617', 'ENSG00000186732', 'ENSG00000212635']"
56,2127,0.09554155925638043,0.026573733793920837,0.08034808582568076,0.06748779295866067,"['ENSG00000138101', 'ENSG00000077092', 'ENSG00000180408', 'ENSG00000079691', 'ENSG00000151025', 'ENSG00000152936', 'ENSG00000126653', 'ENSG00000222042']"
57,2435,0.008264944218590245,0.08944175783544779,0.1046496568992734,0.06745211965110381,"['ENSG00000158966', 'ENSG00000049192', 'ENSG00000171988', 'ENSG00000014138', 'ENSG00000137834', 'ENSG00000154265', 'ENSG00000150636']"
58,2125,0.09150198494215146,0.014747342019691132,0.09608551480567257,0.0674449472558384,"['ENSG00000020633', 'ENSG00000084710', 'ENSG00000153790', 'ENSG00000147459', 'ENSG00000118308', 'ENSG00000118307', 'ENSG00000132932', 'ENSG00000182256', 'ENSG00000103375', 'ENSG00000141298', 'ENSG00000197586']"
59,2720,0.10073288168758154,0.05739758608862758,0.044163925647735594,0.06743146447464823,"['ENSG00000184677', 'ENSG00000154162', 'ENSG00000134020', 'ENSG00000148935', 'ENSG00000139163', 'ENSG00000102683', 'ENSG00000092068', 'ENSG00000128739', 'ENSG00000214265']"
60,2027,0.019227847435467994,0.07395972993224859,0.1074989691004157,0.06689551548937743,"['ENSG00000197568', 'ENSG00000163235', 'ENSG00000198237', 'ENSG00000185274', 'ENSG00000137573', 'ENSG00000218599', 'ENSG00000107242', 'ENSG00000122958', 'ENSG00000121749', 'ENSG00000100731', 'ENSG00000166233', 'ENSG00000102967', 'ENSG00000170190', 'ENSG00000215421', 'ENSG00000215120']"
61,762,0.07867190122138709,0.09621816689148545,0.02579063892131671,0.06689356901139641,"['ENSG00000115760', 'ENSG00000113387', 'ENSG00000105778', 'ENSG00000157168', 'ENSG00000120616', 'ENSG00000186714', 'ENSG00000139132', 'ENSG00000133121', 'ENSG00000151322', 'ENSG00000215252', 'ENSG00000132142', 'ENSG00000134779', 'ENSG00000101464', 'ENSG00000142207', 'ENSG00000133424', 'ENSG00000198947']"
62,1191,0.09586208544671536,0.046460788594558836,0.056792497914284465,0.06637179065185289,"['ENSG00000215382', 'ENSG00000147996', 'ENSG00000120645', 'ENSG00000206178', 'ENSG00000181031', 'ENSG00000101557', 'ENSG00000182378']"
63,743,0.03531045604497194,0.0945938478037715,0.06889907779172062,0.06626779388015469,"['ENSG00000117154', 'ENSG00000137393', 'ENSG00000048052', 'ENSG00000156011', 'ENSG00000178031', 'ENSG00000165995', 'ENSG00000151116', 'ENSG00000139144', 'ENSG00000125821', 'ENSG00000154645', 'ENSG00000008086']"
64,1059,0.033794918354833496,0.09490723630413413,0.07002525145187974,0.06624246870361579,"['ENSG00000171812', 'ENSG00000180316', 'ENSG00000164542', 'ENSG00000137075', 'ENSG00000120693', 'ENSG00000183032', 'ENSG00000166068', 'ENSG00000108244', 'ENSG00000185917', 'ENSG00000100083']"
65,1104,0.05750313938129693,0.035485372373077556,0.10486588023602962,0.06595146399680137,"['ENSG00000186094', 'ENSG00000114316', 'ENSG00000107643', 'ENSG00000066084', 'ENSG00000137869', 'ENSG00000167207', 'ENSG00000187323', 'ENSG00000186019', 'ENSG00000100258']"
66,2118,0.09694240523298504,0.06545763981121126,0.03501773950396455,0.06580592818272028,"['ENSG00000186453', 'ENSG00000151090', 'ENSG00000152954', 'ENSG00000042980', 'ENSG00000120549', 'ENSG00000132972', 'ENSG00000006116', 'ENSG00000167536']"
67,1773,0.04997159375110641,0.09491976556833834,0.05232234378810972,0.06573790103585149,"['ENSG00000121390', 'ENSG00000103528', 'ENSG00000072134', 'ENSG00000134490', 'ENSG00000064489', 'ENSG00000213999', 'ENSG00000185052', 'ENSG00000185214']"
68,2128,0.09458328310422076,0.04253376502776519,0.05979087170897401,0.06563597328031999,"['ENSG00000204178', 'ENSG00000138101', 'ENSG00000077097', 'ENSG00000079691', 'ENSG00000151025', 'ENSG00000127870', 'ENSG00000182601', 'ENSG00000108578']"
69,132,0.06724217088893056,0.09479111276566982,0.034702479662373664,0.06557858777232468,"['ENSG00000164176', 'ENSG00000150672', 'ENSG00000073417']"
70,2223,0.09577703464776277,0.05704087246209383,0.04359252667054534,0.06547014459346731,"['ENSG00000144649', 'ENSG00000168522', 'ENSG00000198915', 'ENSG00000139173', 'ENSG00000120658', 'ENSG00000141279', 'ENSG00000101109', 'ENSG00000160191', 'ENSG00000138944']"
71,2186,0.09724708247827948,0.057875576073565756,0.04096652812731918,0.06536306222638814,"['ENSG00000197056', 'ENSG00000065029', 'ENSG00000156687', 'ENSG00000198722', 'ENSG00000108094', 'ENSG00000110436', 'ENSG00000133083', 'ENSG00000174373', 'ENSG00000215518', 'ENSG00000166862']"
72,1192,0.09982130389660597,0.07753035817295313,0.01851869615726173,0.06529011940894028,"['ENSG00000035115', 'ENSG00000198155', 'ENSG00000153404', 'ENSG00000015171', 'ENSG00000142082', 'ENSG00000010379', 'ENSG00000007392', 'ENSG00000079134', 'ENSG00000196476']"
73,843,0.05418436939129606,0.08975875792093575,0.04820703693199903,0.06405005474807694,"['ENSG00000163406', 'ENSG00000106299', 'ENSG00000148180', 'ENSG00000166261']"
74,2395,0.027227671552682294,0.09363882299512624,0.07087068246677518,0.06391239233819457,"['ENSG00000134108', 'ENSG00000152953', 'ENSG00000214113', 'ENSG00000029725', 'ENSG00000105426']"
75,861,0.09886206554248929,0.08381448974832892,0.00905893922339601,0.06391183150473807,"['ENSG00000064393', 'ENSG00000177239']"
76,2392,0.03620531030930579,0.09157618524506689,0.06312465585768223,0.0636353838040183,"['ENSG00000144619', 'ENSG00000174945', 'ENSG00000168263', 'ENSG00000053918', 'ENSG00000172382', 'ENSG00000132359', 'ENSG00000101596', 'ENSG00000104969', 'ENSG00000124343']"
77,2439,0.0066562098872009305,0.08720985213294626,0.09691302299499512,0.06359302833838076,"['ENSG00000115353', 'ENSG00000127946', 'ENSG00000216575', 'ENSG00000196968', 'ENSG00000198382', 'ENSG00000136153', 'ENSG00000119685', 'ENSG00000173517', 'ENSG00000166377']"
78,1060,0.029597903187968767,0.09234600870870054,0.06763109963387251,0.06319167051018061,"['ENSG00000144681', 'ENSG00000011426', 'ENSG00000135362', 'ENSG00000120697', 'ENSG00000183032', 'ENSG00000166068', 'ENSG00000129988', 'ENSG00000100106']"
79,1423,0.04418383017531596,0.09075149511918426,0.05388266480527818,0.06293933003325947,"['ENSG00000077549', 'ENSG00000145526', 'ENSG00000147408', 'ENSG00000155886', 'ENSG00000215393', 'ENSG00000103544', 'ENSG00000053747', 'ENSG00000105717', 'ENSG00000185052', 'ENSG00000099940', 'ENSG00000147010']"
80,834,0.038268684153445066,0.09066759291104973,0.05929242048412561,0.06274289918287347,"['ENSG00000184538', 'ENSG00000155111', 'ENSG00000095203', 'ENSG00000170145', 'ENSG00000072315']"
81,1885,0.0735783396847546,0.015048752998918644,0.0995996964276128,0.06274226303709535,"['ENSG00000173436', 'ENSG00000145526', 'ENSG00000166833', 'ENSG00000214310', 'ENSG00000183706', 'ENSG00000108599', 'ENSG00000169668', 'ENSG00000147010']"
82,2407,0.03469406192423776,0.09038637287914753,0.06273172445595264,0.06260405308644598,"['ENSG00000131379', 'ENSG00000154124', 'ENSG00000136267', 'ENSG00000185053', 'ENSG00000065809', 'ENSG00000152270', 'ENSG00000070019', 'ENSG00000069651', 'ENSG00000127507', 'ENSG00000172264']"
83,511,0.056780640240758656,0.08896870594471692,0.04123837048187852,0.06232923888911804,"['ENSG00000172954', 'ENSG00000169851', 'ENSG00000197265', 'ENSG00000218269', 'ENSG00000100478', 'ENSG00000156858', 'ENSG00000134769', 'ENSG00000197183', 'ENSG00000100150']"
84,1065,0.06440763579215854,0.09258787896018475,0.02962429073148087,0.06220660182794139,"['ENSG00000115808', 'ENSG00000076242', 'ENSG00000215243', 'ENSG00000164190', 'ENSG00000155849', 'ENSG00000151338', 'ENSG00000101452', 'ENSG00000159263', 'ENSG00000213923']"
85,1090,0.08682595261605457,0.015056684655282879,0.08422672071817942,0.06203645266317229,"['ENSG00000168038', 'ENSG00000158669', 'ENSG00000102780', 'ENSG00000067369', 'ENSG00000120071', 'ENSG00000141469', 'ENSG00000181007', 'ENSG00000100262', 'ENSG00000147044']"
86,798,0.03452546474698465,0.053225949648694953,0.09787652380166037,0.06187597939911332,"['ENSG00000142864', 'ENSG00000172340', 'ENSG00000185697', 'ENSG00000183230', 'ENSG00000182185', 'ENSG00000103047', 'ENSG00000181704']"
87,34,0.057465522401034835,0.0893677707388997,0.038557842895388605,0.061797045345107715,"['ENSG00000065526', 'ENSG00000169744', 'ENSG00000183654', 'ENSG00000214960', 'ENSG00000110693', 'ENSG00000103222', 'ENSG00000108474', 'ENSG00000196684', 'ENSG00000155313', 'ENSG00000215313']"
88,2404,0.04587115386500955,0.08787297654896975,0.05162341815419495,0.061789182856058084,"['ENSG00000180438', 'ENSG00000180537', 'ENSG00000185053', 'ENSG00000147862', 'ENSG00000151474', 'ENSG00000152268', 'ENSG00000186260', 'ENSG00000072062', 'ENSG00000172264']"
89,2034,0.018207967000780628,0.06646382400766015,0.0992925000563264,0.061321430354922386,"['ENSG00000117114', 'ENSG00000076641', 'ENSG00000156218', 'ENSG00000140945']"
90,2167,0.08480748984031379,0.08953575596213341,0.008867386852798517,0.0610702108850819,"['ENSG00000182866', 'ENSG00000115760', 'ENSG00000106355', 'ENSG00000157168', 'ENSG00000107201', 'ENSG00000133116', 'ENSG00000151322', 'ENSG00000134775', 'ENSG00000078747', 'ENSG00000133424', 'ENSG00000198947']"
91,2433,0.01903025017818436,0.06736421005800367,0.09652332473546267,0.06097259499055023,"['ENSG00000162599', 'ENSG00000115464', 'ENSG00000167994', 'ENSG00000111110', 'ENSG00000074410', 'ENSG00000154240', 'ENSG00000131848', 'ENSG00000101203']"
92,1563,0.0334010210307315,0.0860594268515706,0.0634549573995173,0.060971801760606466,"['ENSG00000066032', 'ENSG00000135338', 'ENSG00000075223', 'ENSG00000139220', 'ENSG00000100629', 'ENSG00000140598', 'ENSG00000153815', 'ENSG00000198157']"
93,2017,0.01953078606398776,0.08272918814793229,0.08036698969081044,0.0608756546342435,"['ENSG00000127314', 'ENSG00000072121', 'ENSG00000138604', 'ENSG00000079482']"
94,2715,0.017885102733271197,0.08504466133192182,0.07948602667078376,0.060805263578658925,"['ENSG00000185774', 'ENSG00000004846', 'ENSG00000172572', 'ENSG00000165480', 'ENSG00000170113', 'ENSG00000188559']"
95,1882,0.06844599127274704,0.01818902657767467,0.09500201274058781,0.060545676863669844,"['ENSG00000048052', 'ENSG00000156011', 'ENSG00000178031', 'ENSG00000165995', 'ENSG00000110786', 'ENSG00000215394', 'ENSG00000215407', 'ENSG00000141127', 'ENSG00000105662', 'ENSG00000188424', 'ENSG00000086717']"
96,1032,0.042561600720509886,0.08849471982568502,0.050405419804155825,0.060487246783450244,"['ENSG00000162419', 'ENSG00000147421', 'ENSG00000095787', 'ENSG00000132938', 'ENSG00000176953', 'ENSG00000108684', 'ENSG00000166960', 'ENSG00000176635', 'ENSG00000169306']"
97,2391,0.05358943009749055,0.08799123831093311,0.03971951956860721,0.060433395992343625,"['ENSG00000144619', 'ENSG00000136213', 'ENSG00000053918', 'ENSG00000151067', 'ENSG00000162063', 'ENSG00000099860', 'ENSG00000088876', 'ENSG00000169084', 'ENSG00000214717']"
98,1672,0.0136654914069004,0.07223662945441901,0.09471595623530447,0.06020602569887463,"['ENSG00000162624', 'ENSG00000182585', 'ENSG00000127948', 'ENSG00000198382', 'ENSG00000091039', 'ENSG00000119685']"
99,1305,0.05119106639176607,0.08490210188552737,0.04403133297339082,0.06004150041689475,"['ENSG00000076864', 'ENSG00000154162', 'ENSG00000105877', 'ENSG00000130227', 'ENSG00000099810', 'ENSG00000069431', 'ENSG00000141380', 'ENSG00000186716']"
100,1102,0.00896030485368101,0.08000199401751161,0.09042745228856802,0.059796583719920214,"['ENSG00000173473', 'ENSG00000164393', 'ENSG00000109920', 'ENSG00000158470', 'ENSG00000147118']"
101,598,0.02997652514372021,0.08513738523237407,0.06380363439209759,0.059639181589397294,"['ENSG00000144290', 'ENSG00000163590', 'ENSG00000185345']"
102,747,0.019662305432138965,0.0824840871617198,0.07461745329201222,0.05892128196195699,"['ENSG00000219626', 'ENSG00000186453', 'ENSG00000151090', 'ENSG00000152954', 'ENSG00000042980', 'ENSG00000120549', 'ENSG00000132972', 'ENSG00000006116', 'ENSG00000132589']"
103,2324,0.04673897604458034,0.08429609650745988,0.04497753436677158,0.058670868972937266,"['ENSG00000189283', 'ENSG00000164182', 'ENSG00000110446', 'ENSG00000198673', 'ENSG00000020426', 'ENSG00000150394', 'ENSG00000120063']"
104,2348,0.04424757062457502,0.08258749289438129,0.04911822552792728,0.05865109634896119,"['ENSG00000116678', 'ENSG00000151276', 'ENSG00000205619', 'ENSG00000154710', 'ENSG00000172817', 'ENSG00000174791', 'ENSG00000184226', 'ENSG00000137764', 'ENSG00000135740', 'ENSG00000176225']"
